Project Name,Street Name,Postal District,Property Type,No of Bedroom,Monthly Rent ($),Floor Area (SQM),Floor Area (SQFT),Lease Commencement Date
STIRLING RESIDENCES,STIRLING ROAD,03,Non-Landed Properties,NA,"4,300",50 to 60,600 to 700,Jul-22
BOTANNIA,WEST COAST PARK,05,Non-Landed Properties,2,"4,688",80 to 90,"900 to 1,000",Jul-22
STIRLING RESIDENCES,STIRLING ROAD,03,Non-Landed Properties,NA,"4,500",60 to 70,600 to 700,Jul-22
THE SAIL @ MARINA BAY,MARINA BOULEVARD,01,Non-Landed Properties,1,"3,300",60 to 70,600 to 700,Jul-22
SPOTTISWOODE SUITES,SPOTTISWOODE PARK ROAD,02,Non-Landed Properties,2,"5,200",110 to 120,"1,200 to 1,300",Jul-22
PARC RIVIERA,WEST COAST VALE,05,Non-Landed Properties,2,"3,200",60 to 70,700 to 800,Jul-22
THE INTERLACE,DEPOT ROAD,04,Non-Landed Properties,2,"4,300",120 to 130,"1,300 to 1,400",Jul-22
REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,04,Non-Landed Properties,3,"7,900",150 to 160,"1,600 to 1,700",Jul-22
GLORIA MANSION,PASIR PANJANG ROAD,05,Non-Landed Properties,2,"2,800",100 to 110,"1,100 to 1,200",Jul-22
COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,03,Non-Landed Properties,3,"5,200",80 to 90,"900 to 1,000",Jul-22
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,04,Non-Landed Properties,3,"6,700",120 to 130,"1,300 to 1,400",Jul-22
MARINA ONE RESIDENCES,MARINA WAY,01,Non-Landed Properties,2,"7,000",100 to 110,"1,100 to 1,200",Jul-22
EON SHENTON,SHENTON WAY,02,Non-Landed Properties,2,"4,000",60 to 70,600 to 700,Jul-22
CENTRAL GREEN CONDOMINIUM,JALAN MEMBINA,03,Non-Landed Properties,4,"6,800",170 to 180,"1,800 to 1,900",Jul-22
MARINA BAY RESIDENCES,MARINA BOULEVARD,01,Non-Landed Properties,2,"7,200",90 to 100,"1,000 to 1,100",Jul-22
ONE-NORTH RESIDENCES,ONE-NORTH GATEWAY,05,Non-Landed Properties,1,"4,150",80 to 90,"900 to 1,000",Jul-22
REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,04,Non-Landed Properties,3,"7,750",130 to 140,"1,400 to 1,500",Jul-22
ONE-NORTH RESIDENCES,ONE-NORTH GATEWAY,05,Non-Landed Properties,1,"2,950",50 to 60,500 to 600,Jul-22
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,04,Non-Landed Properties,2,"3,900",80 to 90,800 to 900,Jul-22
QUEENS,STIRLING ROAD,03,Non-Landed Properties,3,"5,000",110 to 120,"1,100 to 1,200",Jul-22
ONE-NORTH RESIDENCES,ONE-NORTH GATEWAY,05,Non-Landed Properties,2,"4,750",90 to 100,"900 to 1,000",Jul-22
THE OCEANFRONT @ SENTOSA COVE,OCEAN DRIVE,04,Non-Landed Properties,2,"5,500",110 to 120,"1,200 to 1,300",Jul-22
THE PEAK@BALMEG,BALMEG HILL,05,Non-Landed Properties,3,"5,100",140 to 150,"1,500 to 1,600",Jul-22
QUEENS,STIRLING ROAD,03,Non-Landed Properties,2,"4,000",80 to 90,"900 to 1,000",Jul-22
BOTANNIA,WEST COAST PARK,05,Non-Landed Properties,3,"5,200",110 to 120,"1,200 to 1,300",Jul-22
QUEENS PEAK,DUNDEE ROAD,03,Non-Landed Properties,1,"2,800",40 to 50,400 to 500,Jul-22
ECHELON,ALEXANDRA VIEW,03,Non-Landed Properties,2,"4,700",60 to 70,700 to 800,Jul-22
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,04,Non-Landed Properties,3,"6,500",120 to 130,"1,300 to 1,400",Jul-22
THE ROCHESTER RESIDENCES,ROCHESTER DRIVE,05,Non-Landed Properties,1,"3,800",90 to 100,"1,000 to 1,100",Jul-22
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,04,Non-Landed Properties,3,"8,800",150 to 160,"1,600 to 1,700",Jul-22
RIVER PLACE,HAVELOCK ROAD,03,Non-Landed Properties,3,"5,800",110 to 120,"1,200 to 1,300",Jul-22
ICON,GOPENG STREET,02,Non-Landed Properties,1,"5,200",60 to 70,600 to 700,Jul-22
STIRLING RESIDENCES,STIRLING ROAD,03,Non-Landed Properties,NA,"4,000",50 to 60,600 to 700,Jul-22
STIRLING RESIDENCES,STIRLING ROAD,03,Non-Landed Properties,NA,"4,000",50 to 60,600 to 700,Jul-22
STIRLING RESIDENCES,STIRLING ROAD,03,Non-Landed Properties,NA,"4,500",60 to 70,600 to 700,Jul-22
REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,04,Non-Landed Properties,3,"7,800",140 to 150,"1,600 to 1,700",Jul-22
THE SAIL @ MARINA BAY,MARINA BOULEVARD,01,Non-Landed Properties,2,"6,300",90 to 100,"1,000 to 1,100",Jul-22
STIRLING RESIDENCES,STIRLING ROAD,03,Non-Landed Properties,NA,"3,600",40 to 50,500 to 600,Jul-22
ONE-NORTH RESIDENCES,ONE-NORTH GATEWAY,05,Non-Landed Properties,1,"2,900",50 to 60,500 to 600,Jul-22
ALTEZ,ENGGOR STREET,02,Non-Landed Properties,2,"6,200",70 to 80,800 to 900,Jul-22
CORALS AT KEPPEL BAY,KEPPEL BAY DRIVE,04,Non-Landed Properties,3,"7,800",110 to 120,"1,100 to 1,200",Jul-22
TIONG BAHRU ESTATE,TIONG POH ROAD,03,Non-Landed Properties,NA,"3,200",80 to 90,800 to 900,Jul-22
ISLAND VIEW,JALAN MAT JAMBOL,05,Non-Landed Properties,3,"7,000",300 to 310,"3,300 to 3,400",Jul-22
HARBOURLIGHTS,TELOK BLANGAH ROAD,04,Non-Landed Properties,2,"2,400",70 to 80,700 to 800,Jul-22
THE TRILINQ,JALAN LEMPENG,05,Non-Landed Properties,1,"2,600",50 to 60,500 to 600,Jul-22
CARABELLE,WEST COAST WAY,05,Non-Landed Properties,5,"5,250",190 to 200,"2,000 to 2,100",Jul-22
THE ANCHORAGE,ALEXANDRA ROAD,03,Non-Landed Properties,1,"3,300",80 to 90,"900 to 1,000",Jul-22
WATERFRONT @ FABER,FABER WALK,05,Non-Landed Properties,3,"2,600",90 to 100,"1,000 to 1,100",Jul-22
BANYAN CONDOMINIUM,CHWEE CHIAN ROAD,05,Non-Landed Properties,NA,"3,700",140 to 150,"1,500 to 1,600",Jul-22
COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,03,Non-Landed Properties,3,"5,500",90 to 100,"1,000 to 1,100",Jul-22
THE OCEANFRONT @ SENTOSA COVE,OCEAN DRIVE,04,Non-Landed Properties,4,"11,500",190 to 200,"2,000 to 2,100",Jul-22
QUEENS PEAK,DUNDEE ROAD,03,Non-Landed Properties,2,"3,500",50 to 60,600 to 700,Jul-22
THE RIVERSIDE PIAZZA,KENG CHEOW STREET,01,Non-Landed Properties,3,"3,800",110 to 120,"1,200 to 1,300",Jul-22
THE TRILINQ,JALAN LEMPENG,05,Non-Landed Properties,1,"3,023",50 to 60,500 to 600,Jul-22
THE ROCHESTER RESIDENCES,ROCHESTER DRIVE,05,Non-Landed Properties,1,"4,200",70 to 80,800 to 900,Jul-22
BANYAN CONDOMINIUM,CHWEE CHIAN ROAD,05,Non-Landed Properties,NA,"3,800",140 to 150,"1,500 to 1,600",Jul-22
ALEX RESIDENCES,ALEXANDRA VIEW,03,Non-Landed Properties,1,"2,900",40 to 50,400 to 500,Jul-22
THE COAST AT SENTOSA COVE,OCEAN DRIVE,04,Non-Landed Properties,3,"8,800",170 to 180,"1,900 to 2,000",Jul-22
MARINA ONE RESIDENCES,MARINA WAY,01,Non-Landed Properties,1,"4,200",60 to 70,700 to 800,Jul-22
THE ANCHORAGE,ALEXANDRA ROAD,03,Non-Landed Properties,3,"4,300",130 to 140,"1,400 to 1,500",Jul-22
ASCENTIA SKY,ALEXANDRA VIEW,03,Non-Landed Properties,2,"4,800",90 to 100,"1,000 to 1,100",Jul-22
ALEX RESIDENCES,ALEXANDRA VIEW,03,Non-Landed Properties,3,"5,200",80 to 90,"900 to 1,000",Jul-22
HERITAGE VIEW,DOVER RISE,05,Non-Landed Properties,4,"10,300",240 to 250,"2,500 to 2,600",Jul-22
DOMAIN 21,DELTA ROAD,03,Non-Landed Properties,3,"6,500",110 to 120,"1,200 to 1,300",Jul-22
HARBOUR SUITES,KAMPONG BAHRU ROAD,04,Non-Landed Properties,2,"4,000",100 to 110,"1,000 to 1,100",Jul-22
THE INFINITI,WEST COAST PARK,05,Non-Landed Properties,3,"3,450",120 to 130,"1,300 to 1,400",Jul-22
PARC RIVIERA,WEST COAST VALE,05,Non-Landed Properties,2,"3,200",50 to 60,600 to 700,Jul-22
STIRLING RESIDENCES,STIRLING ROAD,03,Non-Landed Properties,NA,"3,400",40 to 50,400 to 500,Jul-22
THE TRILINQ,JALAN LEMPENG,05,Non-Landed Properties,3,"5,200",80 to 90,"900 to 1,000",Jul-22
V ON SHENTON,SHENTON WAY,01,Non-Landed Properties,NA,"3,500",40 to 50,400 to 500,Jul-22
STIRLING RESIDENCES,STIRLING ROAD,03,Non-Landed Properties,NA,"3,100",40 to 50,400 to 500,Jul-22
COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,03,Non-Landed Properties,4,"7,500",120 to 130,"1,300 to 1,400",Jul-22
STIRLING RESIDENCES,STIRLING ROAD,03,Non-Landed Properties,NA,"5,400",80 to 90,800 to 900,Jul-22
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,04,Non-Landed Properties,3,"7,200",110 to 120,"1,200 to 1,300",Jul-22
STIRLING RESIDENCES,STIRLING ROAD,03,Non-Landed Properties,NA,"3,500",40 to 50,500 to 600,Jul-22
THE SAIL @ MARINA BAY,MARINA BOULEVARD,01,Non-Landed Properties,2,"4,900",80 to 90,800 to 900,Jul-22
STIRLING RESIDENCES,STIRLING ROAD,03,Non-Landed Properties,NA,"4,500",60 to 70,600 to 700,Jul-22
STIRLING RESIDENCES,STIRLING ROAD,03,Non-Landed Properties,NA,"5,000",70 to 80,700 to 800,Jul-22
MARINA BAY RESIDENCES,MARINA BOULEVARD,01,Non-Landed Properties,5,"25,000",410 to 420,"4,400 to 4,500",Jul-22
CAPE ROYALE,COVE WAY,04,Non-Landed Properties,4,"12,800",230 to 240,"2,500 to 2,600",Jul-22
RIVER PLACE,HAVELOCK ROAD,03,Non-Landed Properties,4,"7,244",190 to 200,"2,100 to 2,200",Jul-22
THE SAIL @ MARINA BAY,MARINA BOULEVARD,01,Non-Landed Properties,1,"3,700",50 to 60,600 to 700,Jul-22
SPOTTISWOODE RESIDENCES,SPOTTISWOODE PARK ROAD,02,Non-Landed Properties,1,"3,250",50 to 60,600 to 700,Jul-22
ICON,GOPENG STREET,02,Non-Landed Properties,2,"4,800",110 to 120,"1,200 to 1,300",Jul-22
CAPE ROYALE,COVE WAY,04,Non-Landed Properties,4,"19,500",290 to 300,"3,100 to 3,200",Jul-22
THE BERTH BY THE COVE,OCEAN DRIVE,04,Non-Landed Properties,3,"7,500",190 to 200,"2,000 to 2,100",Jul-22
ALESSANDREA,ALEXANDRA ROAD,03,Non-Landed Properties,3,"4,650",90 to 100,"1,000 to 1,100",Jul-22
PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,03,Non-Landed Properties,1,"3,100",40 to 50,400 to 500,Jul-22
ICON,GOPENG STREET,02,Non-Landed Properties,2,"4,800",80 to 90,"900 to 1,000",Jul-22
EON SHENTON,SHENTON WAY,02,Non-Landed Properties,2,"4,000",40 to 50,500 to 600,Jul-22
SPOTTISWOODE SUITES,SPOTTISWOODE PARK ROAD,02,Non-Landed Properties,1,"2,750",40 to 50,400 to 500,Jul-22
SEASCAPE,COVE WAY,04,Non-Landed Properties,3,"12,500",210 to 220,"2,300 to 2,400",Jul-22
PARC IMPERIAL,PASIR PANJANG ROAD,05,Non-Landed Properties,NA,"2,500",30 to 40,300 to 400,Jul-22
SPOTTISWOODE SUITES,SPOTTISWOODE PARK ROAD,02,Non-Landed Properties,1,"2,800",40 to 50,400 to 500,Jul-22
THE ESTRELLA,PASIR PANJANG ROAD,05,Non-Landed Properties,3,"3,800",100 to 110,"1,100 to 1,200",Jul-22
V ON SHENTON,SHENTON WAY,01,Non-Landed Properties,3,"7,380",120 to 130,"1,300 to 1,400",Jul-22
THE SORRENTO,WEST COAST ROAD,05,Non-Landed Properties,2,"4,700",70 to 80,800 to 900,Jul-22
HIGHLINE RESIDENCES,KIM TIAN ROAD,03,Non-Landed Properties,3,"7,200",100 to 110,"1,100 to 1,200",Jul-22
BLUE HORIZON,WEST COAST CRESCENT,05,Non-Landed Properties,3,"4,000",100 to 110,"1,100 to 1,200",Jul-22
V ON SHENTON,SHENTON WAY,01,Non-Landed Properties,NA,"3,300",40 to 50,400 to 500,Jul-22
SKYSUITES@ANSON,ENGGOR STREET,02,Non-Landed Properties,1,"3,200",30 to 40,300 to 400,Jul-22
THE ANCHORAGE,ALEXANDRA ROAD,03,Non-Landed Properties,2,"3,700",110 to 120,"1,200 to 1,300",Jul-22
QUEENSWAY TOWER,QUEENSWAY,03,Non-Landed Properties,3,"4,600",150 to 160,"1,600 to 1,700",Jul-22
SPOTTISWOODE RESIDENCES,SPOTTISWOODE PARK ROAD,02,Non-Landed Properties,2,"4,900",80 to 90,"900 to 1,000",Jul-22
STIRLING RESIDENCES,STIRLING ROAD,03,Non-Landed Properties,NA,"4,000",50 to 60,600 to 700,Jul-22
76 SHENTON,SHENTON WAY,02,Non-Landed Properties,1,"4,000",50 to 60,500 to 600,Jul-22
INTERNATIONAL PLAZA,ANSON ROAD,02,Non-Landed Properties,NA,"5,000",140 to 150,"1,600 to 1,700",Jul-22
STIRLING RESIDENCES,STIRLING ROAD,03,Non-Landed Properties,NA,"6,200",90 to 100,"900 to 1,000",Jul-22
HUNDRED TREES,WEST COAST DRIVE,05,Non-Landed Properties,2,"4,200",70 to 80,700 to 800,Jul-22
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,04,Non-Landed Properties,2,"6,000",70 to 80,800 to 900,Jul-22
ONE-NORTH RESIDENCES,ONE-NORTH GATEWAY,05,Non-Landed Properties,1,"3,000",50 to 60,500 to 600,Jul-22
STIRLING RESIDENCES,STIRLING ROAD,03,Non-Landed Properties,NA,"4,600",60 to 70,600 to 700,Jul-22
SPOTTISWOODE SUITES,SPOTTISWOODE PARK ROAD,02,Non-Landed Properties,1,"3,200",40 to 50,400 to 500,Jul-22
SKYSUITES@ANSON,ENGGOR STREET,02,Non-Landed Properties,1,"3,400",30 to 40,300 to 400,Jul-22
VARSITY PARK CONDOMINIUM,WEST COAST ROAD,05,Non-Landed Properties,3,"6,000",150 to 160,"1,600 to 1,700",Jul-22
SPOTTISWOODE RESIDENCES,SPOTTISWOODE PARK ROAD,02,Non-Landed Properties,2,"3,950",80 to 90,"900 to 1,000",Jul-22
TIONG BAHRU ESTATE,CHAY YAN STREET,03,Non-Landed Properties,NA,"2,500",40 to 50,400 to 500,Jul-22
BLUE HORIZON,WEST COAST CRESCENT,05,Non-Landed Properties,3,"4,300",100 to 110,"1,100 to 1,200",Jul-22
RIVER PLACE,HAVELOCK ROAD,03,Non-Landed Properties,2,"4,900",90 to 100,"1,000 to 1,100",Jul-22
SPOTTISWOODE SUITES,SPOTTISWOODE PARK ROAD,02,Non-Landed Properties,2,"3,500",50 to 60,500 to 600,Jul-22
BLUE HORIZON,WEST COAST CRESCENT,05,Non-Landed Properties,3,"4,500",100 to 110,"1,100 to 1,200",Jul-22
ICON,GOPENG STREET,02,Non-Landed Properties,2,"5,000",90 to 100,"900 to 1,000",Jul-22
THE ANCHORAGE,ALEXANDRA ROAD,03,Non-Landed Properties,3,"5,000",140 to 150,"1,500 to 1,600",Jul-22
SEAHILL,WEST COAST CRESCENT,05,Non-Landed Properties,NA,"3,000",40 to 50,500 to 600,Jul-22
ICON,GOPENG STREET,02,Non-Landed Properties,2,"5,900",110 to 120,"1,200 to 1,300",Jul-22
EON SHENTON,SHENTON WAY,02,Non-Landed Properties,2,"4,000",50 to 60,500 to 600,Jul-22
REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,04,Non-Landed Properties,3,"14,000",200 to 210,"2,200 to 2,300",Jul-22
SARHAD VILLE,LORONG SARHAD,05,Non-Landed Properties,3,"4,500",110 to 120,"1,200 to 1,300",Jul-22
PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,03,Non-Landed Properties,2,"5,000",70 to 80,800 to 900,Jul-22
THE FORESTA @ MOUNT FABER,WISHART ROAD,04,Non-Landed Properties,3,"5,000",150 to 160,"1,600 to 1,700",Jul-22
HARBOUR VIEW TOWERS,TELOK BLANGAH DRIVE,04,Non-Landed Properties,3,"5,200",150 to 160,"1,600 to 1,700",Jul-22
ROBINSON SUITES,ROBINSON ROAD,01,Non-Landed Properties,1,"3,000",40 to 50,500 to 600,Jul-22
CAPE ROYALE,COVE WAY,04,Non-Landed Properties,3,"15,500",310 to 320,"3,400 to 3,500",Jul-22
STIRLING RESIDENCES,STIRLING ROAD,03,Non-Landed Properties,NA,"4,700",60 to 70,600 to 700,Jul-22
WHISTLER GRAND,WEST COAST VALE,05,Non-Landed Properties,NA,"6,088",80 to 90,"900 to 1,000",Jul-22
QUEENS,STIRLING ROAD,03,Non-Landed Properties,3,"4,550",110 to 120,"1,100 to 1,200",Jul-22
THE SAIL @ MARINA BAY,MARINA BOULEVARD,01,Non-Landed Properties,1,"3,800",50 to 60,500 to 600,Jul-22
REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,04,Non-Landed Properties,3,"12,300",170 to 180,"1,800 to 1,900",Jul-22
CORALS AT KEPPEL BAY,KEPPEL BAY DRIVE,04,Non-Landed Properties,3,"8,200",110 to 120,"1,200 to 1,300",Jul-22
STIRLING RESIDENCES,STIRLING ROAD,03,Non-Landed Properties,NA,"4,300",50 to 60,600 to 700,Jul-22
STIRLING RESIDENCES,STIRLING ROAD,03,Non-Landed Properties,NA,"3,500",40 to 50,500 to 600,Jul-22
STIRLING RESIDENCES,STIRLING ROAD,03,Non-Landed Properties,NA,"3,500",40 to 50,400 to 500,Jul-22
THE VISION,WEST COAST CRESCENT,05,Non-Landed Properties,4,"5,400",140 to 150,"1,600 to 1,700",Jul-22
SPOTTISWOODE RESIDENCES,SPOTTISWOODE PARK ROAD,02,Non-Landed Properties,1,"4,000",50 to 60,600 to 700,Jul-22
RIVERWALK APARTMENTS,UPPER CIRCULAR ROAD,01,Non-Landed Properties,2,"4,000",110 to 120,"1,200 to 1,300",Jul-22
STIRLING RESIDENCES,STIRLING ROAD,03,Non-Landed Properties,NA,"9,500",120 to 130,"1,300 to 1,400",Jul-22
THE ARRIS,YAN KIT ROAD,02,Non-Landed Properties,2,"5,200",90 to 100,"900 to 1,000",Jul-22
PARC RIVIERA,WEST COAST VALE,05,Non-Landed Properties,4,"5,200",110 to 120,"1,100 to 1,200",Jul-22
ONE SHENTON,SHENTON WAY,01,Non-Landed Properties,1,"4,200",50 to 60,500 to 600,Jul-22
THE INTERLACE,DEPOT ROAD,04,Non-Landed Properties,3,"5,600",150 to 160,"1,600 to 1,700",Jul-22
THE CLIFT,MCCALLUM STREET,01,Non-Landed Properties,1,"4,856",70 to 80,700 to 800,Jul-22
SPOTTISWOODE 18,SPOTTISWOODE PARK ROAD,02,Non-Landed Properties,1,"2,200",30 to 40,300 to 400,Jul-22
VIVA VISTA,SOUTH BUONA VISTA ROAD,05,Non-Landed Properties,1,"2,000",30 to 40,300 to 400,Jul-22
ALEXIS,ALEXANDRA ROAD,03,Non-Landed Properties,1,"2,800",70 to 80,700 to 800,Jul-22
ISLAND VIEW,JALAN MAT JAMBOL,05,Non-Landed Properties,4,"7,500",270 to 280,"2,900 to 3,000",Jul-22
CAPE ROYALE,COVE WAY,04,Non-Landed Properties,4,"16,200",290 to 300,"3,100 to 3,200",Jul-22
ALTEZ,ENGGOR STREET,02,Non-Landed Properties,1,"5,300",70 to 80,700 to 800,Jul-22
HARVEST MANSIONS,HAVELOCK ROAD,03,Non-Landed Properties,2,"4,050",100 to 110,"1,000 to 1,100",Jul-22
HERITAGE VIEW,DOVER RISE,05,Non-Landed Properties,3,"4,800",110 to 120,"1,100 to 1,200",Jul-22
TWIN REGENCY,KIM TIAN ROAD,03,Non-Landed Properties,3,"4,600",110 to 120,"1,200 to 1,300",Jul-22
BOTANNIA,WEST COAST PARK,05,Non-Landed Properties,3,"4,500",110 to 120,"1,200 to 1,300",Jul-22
THE INTERLACE,DEPOT ROAD,04,Non-Landed Properties,4,"9,500",190 to 200,"2,000 to 2,100",Jul-22
THE INFINITI,WEST COAST PARK,05,Non-Landed Properties,3,"3,500",120 to 130,"1,300 to 1,400",Jul-22
ONE-NORTH RESIDENCES,ONE-NORTH GATEWAY,05,Non-Landed Properties,1,"3,300",50 to 60,500 to 600,Jul-22
THE SAIL @ MARINA BAY,MARINA BOULEVARD,01,Non-Landed Properties,1,"3,300",50 to 60,500 to 600,Jul-22
WHISTLER GRAND,WEST COAST VALE,05,Non-Landed Properties,NA,"4,000",50 to 60,600 to 700,Jul-22
PARC RIVIERA,WEST COAST VALE,05,Non-Landed Properties,2,"3,700",60 to 70,700 to 800,Jul-22
ICON,GOPENG STREET,02,Non-Landed Properties,2,"5,100",90 to 100,"1,000 to 1,100",Jul-22
CARABELLE,WEST COAST WAY,05,Non-Landed Properties,2,"3,200",80 to 90,800 to 900,Jul-22
ALESSANDREA,ALEXANDRA ROAD,03,Non-Landed Properties,3,"4,800",100 to 110,"1,000 to 1,100",Jul-22
THE CREST,PRINCE CHARLES CRESCENT,03,Non-Landed Properties,3,"6,900",120 to 130,"1,300 to 1,400",Jul-22
COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,03,Non-Landed Properties,2,"3,700",60 to 70,600 to 700,Jul-22
BLUE HORIZON,WEST COAST CRESCENT,05,Non-Landed Properties,2,"3,800",80 to 90,"900 to 1,000",Jul-22
MARINA ONE RESIDENCES,MARINA WAY,01,Non-Landed Properties,2,"7,600",100 to 110,"1,100 to 1,200",Jul-22
MERAPRIME,JALAN BUKIT HO SWEE,03,Non-Landed Properties,2,"4,600",70 to 80,800 to 900,Jul-22
THE VISION,WEST COAST CRESCENT,05,Non-Landed Properties,3,"4,600",120 to 130,"1,300 to 1,400",Jul-22
76 SHENTON,SHENTON WAY,02,Non-Landed Properties,1,"3,500",50 to 60,500 to 600,Jul-22
QUEENS PEAK,DUNDEE ROAD,03,Non-Landed Properties,1,"3,500",40 to 50,400 to 500,Jul-22
STIRLING RESIDENCES,STIRLING ROAD,03,Non-Landed Properties,NA,"4,600",70 to 80,700 to 800,Jul-22
STIRLING RESIDENCES,STIRLING ROAD,03,Non-Landed Properties,NA,"6,100",80 to 90,800 to 900,Jul-22
BUONA VISTA GARDENS,ZEHNDER ROAD,05,Non-Landed Properties,3,"6,000",200 to 210,"2,100 to 2,200",Jul-22
STIRLING RESIDENCES,STIRLING ROAD,03,Non-Landed Properties,NA,"3,400",40 to 50,400 to 500,Jul-22
THE CLEMENT CANOPY,CLEMENTI AVENUE 1,05,Non-Landed Properties,2,"2,950",50 to 60,600 to 700,Jul-22
VILLAGE @ PASIR PANJANG,PASIR PANJANG ROAD,05,Non-Landed Properties,2,"3,400",70 to 80,800 to 900,Jul-22
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,04,Non-Landed Properties,4,"10,300",170 to 180,"1,800 to 1,900",Jul-22
SPOTTISWOODE 18,SPOTTISWOODE PARK ROAD,02,Non-Landed Properties,1,"2,800",30 to 40,300 to 400,Jul-22
ICON,GOPENG STREET,02,Non-Landed Properties,1,"4,000",50 to 60,500 to 600,Jul-22
WEST BAY CONDOMINIUM,WEST COAST CRESCENT,05,Non-Landed Properties,3,"4,500",100 to 110,"1,100 to 1,200",Jul-22
ARTRA,ALEXANDRA VIEW,03,Non-Landed Properties,3,"7,150",110 to 120,"1,200 to 1,300",Jul-22
HERITAGE VIEW,DOVER RISE,05,Non-Landed Properties,3,"4,800",120 to 130,"1,300 to 1,400",Jul-22
QUEENS PEAK,DUNDEE ROAD,03,Non-Landed Properties,3,"5,900",70 to 80,800 to 900,Jul-22
TANGLIN VIEW,PRINCE CHARLES CRESCENT,03,Non-Landed Properties,3,"5,000",100 to 110,"1,100 to 1,200",Jul-22
QUEENS,STIRLING ROAD,03,Non-Landed Properties,3,"5,200",110 to 120,"1,100 to 1,200",Jul-22
MERAPRIME,JALAN BUKIT HO SWEE,03,Non-Landed Properties,2,"4,500",70 to 80,800 to 900,Jul-22
ROBINSON SUITES,ROBINSON ROAD,01,Non-Landed Properties,1,"3,000",40 to 50,400 to 500,Jul-22
D' HILLSIDE LOFT,PASIR PANJANG HILL,05,Non-Landed Properties,3,"3,800",130 to 140,"1,400 to 1,500",Jul-22
VARSITY PARK CONDOMINIUM,WEST COAST ROAD,05,Non-Landed Properties,3,"4,800",130 to 140,"1,400 to 1,500",Jul-22
HIGHLINE RESIDENCES,KIM TIAN ROAD,03,Non-Landed Properties,3,"5,500",80 to 90,"900 to 1,000",Jul-22
MOUNT FABER LODGE,MOUNT FABER ROAD,04,Non-Landed Properties,2,"3,500",100 to 110,"1,100 to 1,200",Jul-22
STIRLING RESIDENCES,STIRLING ROAD,03,Non-Landed Properties,NA,"4,700",60 to 70,600 to 700,Jul-22
EMERALD GARDEN,CLUB STREET,01,Non-Landed Properties,2,"4,200",90 to 100,"900 to 1,000",Jul-22
KAI FOOK MANSION,KIM TIAN ROAD,03,Non-Landed Properties,2,"3,000",70 to 80,800 to 900,Jul-22
EMERALD PARK,INDUS ROAD,03,Non-Landed Properties,3,"4,000",110 to 120,"1,200 to 1,300",Jul-22
WHISTLER GRAND,WEST COAST VALE,05,Non-Landed Properties,NA,"3,600",50 to 60,600 to 700,Jul-22
COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,03,Non-Landed Properties,1,"2,820",40 to 50,400 to 500,Jul-22
ONE-NORTH RESIDENCES,ONE-NORTH GATEWAY,05,Non-Landed Properties,1,"3,700",80 to 90,"900 to 1,000",Jul-22
ICON,GOPENG STREET,02,Non-Landed Properties,1,"3,800",80 to 90,800 to 900,Jul-22
WHITEHAVEN,PASIR PANJANG ROAD,05,Non-Landed Properties,2,"3,000",50 to 60,500 to 600,Jul-22
STIRLING RESIDENCES,STIRLING ROAD,03,Non-Landed Properties,NA,"5,000",70 to 80,700 to 800,Jul-22
WHITEHAVEN,PASIR PANJANG ROAD,05,Non-Landed Properties,3,"3,600",70 to 80,700 to 800,Jul-22
STIRLING RESIDENCES,STIRLING ROAD,03,Non-Landed Properties,NA,"4,550",60 to 70,600 to 700,Jul-22
BUONA VISTA GARDENS,ZEHNDER ROAD,05,Non-Landed Properties,2,"3,500",110 to 120,"1,200 to 1,300",Jul-22
TANGLIN VIEW,PRINCE CHARLES CRESCENT,03,Non-Landed Properties,3,"3,300",100 to 110,"1,100 to 1,200",Jul-22
VIVA VISTA,SOUTH BUONA VISTA ROAD,05,Non-Landed Properties,1,"2,400",70 to 80,700 to 800,Jul-22
COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,03,Non-Landed Properties,1,"2,900",40 to 50,400 to 500,Jul-22
THE RESIDENCES AT W SINGAPORE SENTOSA COVE,OCEAN WAY,04,Non-Landed Properties,4,"9,700",190 to 200,"2,000 to 2,100",Jul-22
SKYSUITES@ANSON,ENGGOR STREET,02,Non-Landed Properties,NA,"3,300",30 to 40,300 to 400,Jul-22
